xml.source;xml.value;xml.lib;json.source;json.value;commentaire
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;26;Poêle buche installe entre 1990 et 2004;/chauffage/generateur/type;poele;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;27;insert installe entre 1990 et 2004;/chauffage/generateur/type;insert;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;28;Cuisiniere installe à partir de 2005 sans label flamme verte;/chauffage/generateur/type;cuisiniere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;29;Foyer ferme installe à partir de 2005 sans label flamme verte;/chauffage/generateur/type;foyer_ferme;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;30;Poêle buche installe à partir de 2005 sans label flamme verte;/chauffage/generateur/type;poele;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;31;insert installe à partir de 2005 sans label flamme verte;/chauffage/generateur/type;insert;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;32;Cuisiniere installe installe de 2005 à 2006 avec label flamme verte;/chauffage/generateur/type;cuisiniere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;33;Foyer ferme installe installe de 2005 à 2006 avec label flamme verte;/chauffage/generateur/type;foyer_ferme;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;34;Poêle buche installe installe de 2005 à 2006 avec label flamme verte;/chauffage/generateur/type;poele;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;35;insert installe installe de 2005 à 2006 avec label flamme verte;/chauffage/generateur/type;insert;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;36;Cuisiniere installe installe de 2007 à 2017 avec label flamme verte;/chauffage/generateur/type;cuisiniere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;37;Foyer ferme installe installe de 2007 à 2017 avec label flamme verte;/chauffage/generateur/type;foyer_ferme;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;38;Poêle buche installe installe de 2007 à 2017 avec label flamme verte;/chauffage/generateur/type;poele;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;39;insert installe installe de 2007 à 2017 avec label flamme verte;/chauffage/generateur/type;insert;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;40;Cuisiniere installe installe à partir de 2018 avec label flamme verte;/chauffage/generateur/type;cuisiniere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;41;Foyer ferme installe installe à partir de 2018 avec label flamme verte;/chauffage/generateur/type;foyer_ferme;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;42;Poêle buche installe installe à partir de 2018 avec label flamme verte;/chauffage/generateur/type;poele;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;43;insert installe installe à partir de 2018 avec label flamme verte;/chauffage/generateur/type;insert;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;44;Poêle à granules installee avant 2012 ou sans label flamme verte;/chauffage/generateur/type;poele;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;45;Poêle à granules flamme verte installe entre 2012 et 2019;/chauffage/generateur/type;poele;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;46;Poêle à granules flamme verte installe à partir de 2020;/chauffage/generateur/type;poele;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;47;Poêle fioul ou GPL ou charbon;/chauffage/generateur/type;poele;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;48;poêle à bois bouilleur buche installe avant 2012;/chauffage/generateur/type;poele_bouilleur;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;49;poêle à bois bouilleur buche installe à partir de 2012;/chauffage/generateur/type;poele_bouilleur;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;50;generateur à air chaud à combustion avant 2006;/chauffage/generateur/type;generateur_air_chaud;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;51;generateur à air chaud à combustion standard a partir de 2006;/chauffage/generateur/type;generateur_air_chaud;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;52;generateur à air chaud à combustion à condensation a partir de 2006;/chauffage/generateur/type;generateur_air_chaud;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;53;radiateur à gaz independant ou autonome avant 2006;/chauffage/generateur/type;radiateur_gaz;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;54;radiateur à gaz independant ou autonome apres 2006;/chauffage/generateur/type;radiateur_gaz;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;55;Chaudiere bois buche avant 1978;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;56;Chaudiere bois buche 1978-1994;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;57;Chaudiere bois buche 1995-2003;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;58;Chaudiere bois buche 2004-2012;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;59;Chaudiere bois buche 2013-2017;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;60;Chaudiere bois buche 2018-2019;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;61;Chaudiere bois buche apres 2019;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;62;Chaudiere bois plaquette avant 1978;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;63;Chaudiere bois plaquette 1978-1994;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;64;Chaudiere bois plaquette 1995-2003;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;65;Chaudiere bois plaquette 2004-2012;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;66;Chaudiere bois plaquette 2013-2017;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;67;Chaudiere bois plaquette 2018-2019;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;68;Chaudiere bois plaquette apres 2019;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;69;Chaudiere bois granules avant 1978;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;70;Chaudiere bois granules 1978-1994;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;71;Chaudiere bois granules 1995-2003;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;72;Chaudiere bois granules 2004-2012;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;73;Chaudiere bois granules 2013-2019;/chauffage/generateur/type;chaudiere;
